1760295600,0,few clouds,0
1760299200,0,few clouds,1
1760302800,0,few clouds,2
1760306400,0,scattered clouds,3
1760310000,0,scattered clouds,4
1760313600,0,broken clouds,5
1760317200,0,overcast clouds,6
